File Name 	 Maths Operator Count (Approx)
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_no_torque_calc.c 	 2
src/hwi/hwi_core/src/hwi_ecu_startup.c 	 2
src/autogen/src/F_M_Fault.c 	 2
W:/blois_soft_vob/Software/Appli/rpc/src/rpc_imv_reset_sync_cntrl.c 	 2
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Pilo1_Bk2_Dmnd.c 	 2
src/hwi/hwi_core/src/hwi_discrete_io.c 	 2
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/f_m_fault_reset_on_key_on.c 	 3
W:/blois_soft_vob/Software/Appli/asm/src/asm.c 	 3
src/hwi/hwi_core/src/hwi_hbridge.c 	 3
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_calc_brc_per_offset.c 	 3
src/hwi/hwi_autosar/src/Timer.c 	 3
W:/blois_soft_vob/Software/Appli/icv/src/ICV_Eng_Temp_Selection_Calc.c 	 3
W:/blois_soft_vob/Software/Appli/ici/src/ici_mi_lamp_control.c 	 3
W:/blois_soft_vob/Software/Appli/rpc/src/RPC_Bkg_Overpress_Dur_Calc.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cc/p_l_cc_ccp/src/p_l_cc_ccp_rx_ccp_cro.c 	 4
W:/blois_soft_vob/Software/Appli/icv/src/icv_monitor_brake_switches.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_eval_inj_fault.c 	 4
src/appli/i_c/i_c_spc/src/I_C_Spc_Nvm_Reset.c 	 4
W:/blois_soft_vob/Software/Appli/rpc/src/rpc.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_injection/src/P_L_INJ_Tst_Superv_Act_Chk.c 	 4
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Init_On_C2I_Update.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_hbridge_output/src/p_l_hbridge_thrtl_diag.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_end_pulse_call_back.c 	 4
src/p_l/p_l_aps/src/p_l_aps_set_thresholds.c 	 4
src/appli/i_c/i_c_spc/src/I_C_Spc_Data_Display.c 	 4
W:/blois_soft_vob/Software/P_L/_P_l/src/p_l.c 	 4
src/p_l/p_l_aps/src/p_l_aps_cam_process.c 	 4
W:/blois_soft_vob/Software/Appli/icv/src/ICV_Amf_Check_Plausibility.c 	 4
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Main_Bk2_Dmnd.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_ignition_switch_state.c 	 4
W:/blois_soft_vob/Software/Appli/fqd/src/fqd_deter_torque_min_active.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_hbridge_output/src/p_l_hbridge_thrtl_driver.c 	 4
W:/blois_soft_vob/Software/Appli/t_d/src/T_D_External_Current_Calc.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_ignition_sw_start_st.c 	 4
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_effective_torque_calc.c 	 4
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_timer_callback.c 	 5
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_rpm.c 	 5
src/p_l/p_l_aps/src/p_l_aps_eng_cyc_spd_calc.c 	 5
W:/blois_soft_vob/Software/P_L/p_l_pwm_output/src/p_l_pwm_output_hp_crt_fb_rd.c 	 5
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/i_c_inj_input_interf.c 	 5
W:/blois_soft_vob/Software/P_L/p_l_pwm_output/src/p_l_pwm_output_sub.c 	 5
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_ac_fluid_pres_calc.c 	 5
W:/blois_soft_vob/Software/P_L/p_l_inlet_air_temp/src/p_l_inlet_air_temp_deter.c 	 5
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_Main_Bkg_Dmnd.c 	 5
W:/blois_soft_vob/Software/P_L/p_l_digital_output/src/p_l_digital_output_driver.c 	 5
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/f_m_fault_init.c 	 5
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/F_M_Calc_Mi_Lamp_Dmnd.c 	 5
src/hwi/hwi_core/src/hwi_callbacks.c 	 5
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Main_Bkg_Dmnd.c 	 5
W:/blois_soft_vob/Software/Appli/rpd/src/RPD_Rail_Pres_Dmnd_Filter.c 	 5
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_boost_act_pos_calc.c 	 5
W:/blois_soft_vob/Software/P_L/p_l_inlet_air_temp/src/P_L_Inlet_Air_Temp_Sig_Acq.c 	 6
W:/blois_soft_vob/Software/Appli/c_c/src/c_c_air_cond_torque_cons.c 	 6
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cc/p_l_cc_diag/src/p_l_cc_diag_proportional_output.c 	 6
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_speed_limit_torque_calc.c 	 6
W:/blois_soft_vob/Software/Appli/rpc/src/rpc_bkg_sync_calc.c 	 6
src/p_l/p_l_aps/src/p_l_aps_inj_spd_table_calc.c 	 6
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_vext1_calc.c 	 6
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_delayed_torque_calc.c 	 6
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_raw_indicated_trq_calc.c 	 6
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_vext2_calc.c 	 6
W:/blois_soft_vob/Software/Appli/ici/src/ici_glow_plug_lamp_control.c 	 6
W:/blois_soft_vob/Software/P_L/p_l_pwm_output/src/p_l_pwm_std_output_driver.c 	 6
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_pseudo_indic_trq_calc.c 	 6
W:/blois_soft_vob/Software/P_L/p_l_event_input/src/p_l_vss_event_handler.c 	 7
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_Main_Bk2_Dmnd.c 	 7
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Pilo2_Bkg_Dmnd.c 	 7
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_idle_offset_calc.c 	 7
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Pilo1_Bkg_Dmnd.c 	 7
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/P_L_Railp_Pulse_Meas.c 	 7
W:/blois_soft_vob/Software/Appli/rpd/src/RPD_Deter_Rail_Pres_Bkg_Dmd.c 	 7
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_Pilo1_Bkg_Dmnd.c 	 7
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Egr_Pid_Gains_Calc.c 	 7
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_After_Bkg_Dmnd.c 	 7
W:/blois_soft_vob/Software/P_L/p_l_pwm_output/src/p_l_pwm_fan_module_diagnostic.c 	 7
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Aftr_Bkg_Dmnd.c 	 7
src/hwi/hwi_autosar/src/Port.c 	 7
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_Pilo2_Bkg_Dmnd.c 	 7
W:/blois_soft_vob/Software/Appli/ste/src/ste_supervisor.c 	 7
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_cancel_rvd.c 	 7
src/p_l/p_l_aps/src/p_l_aps_crank_gap_detect.c 	 8
src/p_l/p_l_aps/src/p_l_aps_inj_cyc_spd_calc.c 	 8
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_batt_voltage_calc.c 	 8
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_timer_prog.c 	 8
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_rail_pres_calc_sub.c 	 8
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_rail_pres_cal_check.c 	 8
src/hwi/hwi_core/src/hwi_timer_system.c 	 8
W:/blois_soft_vob/Software/P_L/p_l_nvm/src/p_l_nvm_client.c 	 8
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_monitor_hsd_volt.c 	 8
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cc/p_l_cc_diag/src/p_l_cc_diag_network_infos.c 	 8
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_external_max_torque_calc.c 	 9
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_atm_pres_calc.c 	 9
W:/blois_soft_vob/Software/P_L/p_l_c2i_encoding/src/p_l_c2i_read_label.c 	 9
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_coolant_temp_calc.c 	 9
W:/blois_soft_vob/Software/P_L/p_l_nvm/src/p_l_nvm_sub.c 	 9
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_adtrig_pls_aborted.c 	 9
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/F_M_Det_Flt_Tst_St_On_DC.c 	 9
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_background_calcs.c 	 9
W:/blois_soft_vob/Software/Appli/etc/src/etc_deter_cooling_dmnd.c 	 10
W:/blois_soft_vob/Software/P_L/p_l_digital_input/src/P_L_Water_in_Fuel_State.c 	 10
src/hwi/hwi_core/src/hwi_aps.c 	 10
W:/blois_soft_vob/Software/Appli/etc/src/etc_cntrl_fans.c 	 11
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Speed_Conversion.c 	 11
W:/blois_soft_vob/Software/P_L/p_l_amf/src/P_L_Amf_Input_Acq.c 	 11
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cds/src/p_l_cds_vc.c 	 11
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/P_L_Railp_Pressure_Fb_Calc.c 	 12
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/f_m_fault_state_reporter.c 	 12
W:/blois_soft_vob/Software/_Software/src/lib_edc.c 	 12
W:/blois_soft_vob/Software/Appli/icv/src/icv_coolant_temp_calc.c 	 12
W:/blois_soft_vob/Software/Appli/rpc/src/RPC_Rvd_Pls_Period_Calc.c 	 12
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_startup_torque_calc.c 	 12
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_fuel_rate_calc.c 	 12
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/f_m_persist_fault_handler.c 	 12
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Egr_Deter_Enable_Cond.c 	 12
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/P_L_Railp_Get_Pressure.c 	 13
W:/blois_soft_vob/Software/P_L/p_l_com/_p_l_com/src/p_l_com.c 	 13
W:/blois_soft_vob/Software/P_L/p_l_c2i_encoding/src/p_l_c2i_encoding_sub.c 	 13
W:/blois_soft_vob/Software/Appli/icv/src/ICV_Amf_Selection_Calc.c 	 14
W:/blois_soft_vob/Software/Appli/icv/src/icv_generate_atm_pres.c 	 14
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_rvd_burst_cntrl.c 	 15
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/i_c_background_sync.c 	 15
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_spd_limit_trq_sync_calc.c 	 15
W:/blois_soft_vob/Software/S_S/s_s_scheduler/src/s_s_background.c 	 15
W:/blois_soft_vob/Software/Appli/rpc/src/RPC_Hp_Crt_Dmnd_Calc.c 	 15
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cc/p_l_cc_dcan/src/p_l_cc_dcan_sds.c 	 15
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/P_L_Railp_Async_Meas.c 	 15
W:/blois_soft_vob/Software/P_L/p_l_digital_output/src/p_l_digital_output_diag.c 	 15
src/appli/i_c/i_c_spc/src/I_C_Spc_Cyl_Temp_Fac_Calc.c 	 15
W:/blois_soft_vob/Software/Appli/icv/src/ICV_Amf_Test_Plau_Cfg2.c 	 16
W:/blois_soft_vob/Software/P_L/p_l_com/p_l_cc/p_l_cc_dcan/src/p_l_cc_dcan_dl.c 	 16
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_pedal_posn_calc.c 	 16
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Main_Dmnd.c 	 16
W:/blois_soft_vob/Software/P_L/p_l_event_input/src/p_l_vss_validate.c 	 16
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Egr_Air_Fuel_Calc.c 	 17
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/I_C_Rail_Pressure_Estimator.c 	 17
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_count_pulse.c 	 17
W:/blois_soft_vob/Software/P_L/p_l_digital_input/src/P_L_Di_Lib.c 	 17
W:/blois_soft_vob/Software/Appli/rpc/src/rpc_imv_sync_cntrl.c 	 17
src/hwi/hwi_core/src/hwi_vsep_pwm.c 	 17
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_brc_res_level_calc.c 	 17
W:/blois_soft_vob/Software/Appli/rpd/src/rpd_deter_rail_pres_dmnd.c 	 17
W:/blois_soft_vob/Software/P_L/p_l_analogue/src/p_l_boost_pres_sync_sample.c 	 18
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_brc_controller.c 	 18
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/i_c_background_task.c 	 18
W:/blois_soft_vob/Software/Appli/icv/src/icv_pedal_cross_correlation.c 	 18
src/hwi/hwi_core/src/hwi_dev_ram.c 	 19
W:/blois_soft_vob/Software/Appli/t_d/src/t_d_torque_resistant_calc.c 	 19
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/F_M_Deter_Obd_Classes_State.c 	 19
W:/blois_soft_vob/Software/P_L/p_l_hbridge_output/src/p_l_hbridge_std_output_drv.c 	 19
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Egr_Air_Dmnd_Calc.c 	 20
W:/blois_soft_vob/Software/P_L/p_l_pwm_output/src/p_l_pwm_std_output_diag.c 	 20
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Egr_Valve_Clean.c 	 20
W:/blois_soft_vob/Software/Appli/icv/src/ICV_Amf_Test_Plau_Cfg1.c 	 20
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_launch_pulse_seq.c 	 21
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_test_supervisor.c 	 21
W:/blois_soft_vob/Software/P_L/p_l_injection/src/p_l_inj_launch_diag_pulse.c 	 21
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Aftr_Fuel_Dmnd.c 	 21
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_After_Dmnd.c 	 21
W:/blois_soft_vob/Software/Appli/c_c/src/c_c_heater_control.c 	 21
W:/blois_soft_vob/Software/_Software/src/lib_mem.c 	 22
W:/blois_soft_vob/Software/S_S/s_s_fault_manager/src/F_M_Update_Frame.c 	 22
W:/blois_soft_vob/Software/Appli/itd/src/ITD_Calc_Nrm_Pilo2_Dmnd.c 	 22
W:/blois_soft_vob/Software/P_L/p_l_event_input/src/p_l_vss_raw_speed_calc.c 	 22
W:/blois_soft_vob/Software/Appli/acm/src/ACM_Thrtl_Dmnd.c 	 23
W:/blois_soft_vob/Software/Appli/fqd/src/FQD_Calc_Nrm_Pilo2_Dmnd.c 	 23
W:/blois_soft_vob/Software/Appli/i_c/_i_c/src/i_c_cylp_bkg_calc.c 	 23
